customer_key,customer_id,customer_number,customer_name,customer_age,total_sales,total_quantity,total_order,total_products,last_order_date,lifespan,customer_segment,customer_age_group,recency,avg_order_value,avg_monthly_spend
692,11691,AW00011691,"Kaitlyn Wilson",51,480,16,2,4,2013-05-19,3,New,"Above 50",152,240.0000,160.0000
693,11692,AW00011692,"Caleb Gonzales",56,376,12,2,3,2014-01-18,6,New,"Above 50",144,188.0000,62.6667
694,11693,AW00011693,"Hailey Diaz",50,9180,4,1,1,2013-01-28,0,New,"Above 50",156,9180.0000,9180
695,11694,AW00011694,"Jonathon Ortega",56,516,16,2,4,2013-09-28,5,New,"Above 50",148,258.0000,103.2000
696,11695,AW00011695,"Logan Campbell",56,516,16,2,4,2013-08-19,4,New,"Above 50",149,258.0000,129.0000
697,11696,AW00011696,"Mackenzie Campbell",50,23492,8,2,2,2013-04-29,18,VIP,"Above 50",153,11746.0000,1305.1111
698,11697,AW00011697,"Eduardo Lee",50,612,20,2,5,2013-10-04,1,New,"Above 50",148,306.0000,612.0000
699,11698,AW00011698,"Jackson Wright",50,1020,28,5,7,2014-01-14,9,New,"Above 50",144,204.0000,113.3333
700,11699,AW00011699,"Chase Peterson",57,488,20,2,5,2013-08-09,2,New,"Above 50",150,244.0000,244.0000
701,11700,AW00011700,"Xavier Richardson",56,552,20,2,5,2013-06-09,4,New,"Above 50",152,276.0000,138.0000
702,11701,AW00011701,"David Hayes",40,516,16,2,4,2013-05-04,0,New,40-49,153,258.0000,516
703,11702,AW00011702,"Jenny Zhou",51,384,16,2,4,2013-11-14,5,New,"Above 50",146,192.0000,76.8000
704,11703,AW00011703,"Kaylee Baker",52,400,16,2,4,2013-11-16,9,New,"Above 50",146,200.0000,44.4444
705,11704,AW00011704,"Evan Hernandez",52,376,12,2,3,2013-07-17,0,New,"Above 50",150,188.0000,376
706,11705,AW00011705,"Brooke Richardson",46,23760,20,2,5,2013-05-27,18,VIP,40-49,152,11880.0000,1320.0000
707,11706,AW00011706,"Blake Perez",57,356,8,2,2,2013-10-04,6,New,"Above 50",148,178.0000,59.3333
708,11707,AW00011707,"Natalie Cook",56,24100,20,2,5,2013-05-24,19,VIP,"Above 50",152,12050.0000,1268.4211
709,11708,AW00011708,"Elizabeth Weisman",51,23632,16,2,4,2013-05-28,19,VIP,"Above 50",152,11816.0000,1243.7895
710,11709,AW00011709,"Hailey Collins",57,1300,48,5,9,2013-10-14,7,New,"Above 50",147,260.0000,185.7143
711,11710,AW00011710,"Zoe Ramirez",58,392,12,2,3,2013-12-12,0,New,"Above 50",146,196.0000,392
712,11711,AW00011711,"Daniel Davis",52,4416,220,27,27,2014-01-26,11,New,"Above 50",144,163.5556,401.4545
713,11712,AW00011712,"Shelby Rogers",57,512,32,5,8,2013-10-29,8,New,"Above 50",147,102.4000,64.0000
714,11713,AW00011713,"Kyle Zhang",58,768,24,2,6,2013-11-21,4,New,"Above 50",146,384.0000,192.0000
715,11714,AW00011714,"Alexandria Long",57,376,12,2,3,2013-05-14,2,New,"Above 50",152,188.0000,188.0000
716,11715,AW00011715,"Chloe Robinson",57,576,16,2,4,2013-12-30,0,New,"Above 50",145,288.0000,576
717,11716,AW00011716,"Evan Kelly",58,384,16,2,4,2014-01-13,7,New,"Above 50",145,192.0000,54.8571
718,11717,AW00011717,"Marcus Jones",53,772,20,2,5,2013-12-28,7,New,"Above 50",145,386.0000,110.2857
719,11718,AW00011718,"Sarah Jones",53,400,16,2,4,2013-03-21,0,New,"Above 50",154,200.0000,400
720,11719,AW00011719,"Blake Green",54,1144,44,5,10,2013-09-20,4,New,"Above 50",148,228.8000,286.0000
721,11720,AW00011720,"Morgan Morris",60,472,24,2,6,2013-07-24,2,New,"Above 50",150,236.0000,236.0000
722,11721,AW00011721,"Jennifer Alexander",55,420,20,2,5,2013-10-17,4,New,"Above 50",147,210.0000,105.0000
723,11722,AW00011722,"Julian Hughes",60,612,20,2,5,2013-11-09,3,New,"Above 50",147,306.0000,204.0000
724,11723,AW00011723,"Luke Coleman",52,772,36,5,8,2014-01-03,11,New,"Above 50",145,154.4000,70.1818
725,11724,AW00011724,"Jason Carter",53,840,52,5,11,2013-12-14,10,New,"Above 50",145,168.0000,84.0000
726,11725,AW00011725,"Jose Li",52,496,20,2,5,2013-05-02,1,New,"Above 50",153,248.0000,496.0000
727,11726,AW00011726,"Micah Liang",53,896,28,2,7,2013-12-07,1,New,"Above 50",146,448.0000,896.0000
728,11727,AW00011727,"Benjamin Taylor",53,23848,16,2,4,2013-05-04,18,VIP,"Above 50",153,11924.0000,1324.8889
729,11728,AW00011728,"Logan White",60,440,16,2,4,2013-11-06,4,New,"Above 50",147,220.0000,110.0000
730,11729,AW00011729,"Caleb Campbell",54,640,20,2,5,2014-01-11,5,New,"Above 50",145,320.0000,128.0000
731,11730,AW00011730,"Emma Torres",59,536,20,2,4,2014-01-08,7,New,"Above 50",145,268.0000,76.5714
732,11731,AW00011731,"Tanya Gill",59,484,20,2,5,2013-08-04,4,New,"Above 50",150,242.0000,121.0000
733,11732,AW00011732,"Erick Sanchez",56,696,20,2,5,2013-08-15,2,New,"Above 50",149,348.0000,348.0000
734,11733,AW00011733,"Kristi Schmidt",55,780,16,2,4,2014-01-07,0,New,"Above 50",145,390.0000,780
735,11734,AW00011734,"Omar Chen",55,544,16,2,4,2013-07-07,0,New,"Above 50",151,272.0000,544
736,11735,AW00011735,"Sydney Gray",61,440,16,2,4,2013-12-22,9,New,"Above 50",145,220.0000,48.8889
737,11736,AW00011736,"Sebastian Sanchez",55,664,20,2,5,2013-12-04,1,New,"Above 50",146,332.0000,664.0000
738,11737,AW00011737,"Megan Martin",56,308,16,2,4,2013-07-17,5,New,"Above 50",150,154.0000,61.6000
739,11738,AW00011738,"Elijah Alexander",55,1320,52,5,12,2013-12-27,10,New,"Above 50",145,264.0000,132.0000
740,11739,AW00011739,"Aaron King",61,19032,24,2,6,2013-04-16,3,New,"Above 50",153,9516.0000,6344.0000
741,11740,AW00011740,"Jan Hall",61,1536,56,5,12,2014-01-18,10,New,"Above 50",144,307.2000,153.6000
742,11741,AW00011741,"Tamara Chander",61,24316,16,2,4,2013-02-20,16,VIP,"Above 50",155,12158.0000,1519.7500
743,11742,AW00011742,"Edward Lewis",61,23660,20,2,5,2013-05-22,19,VIP,"Above 50",152,11830.0000,1245.2632
744,11743,AW00011743,"Chase Kelly",51,23592,8,2,2,2013-05-16,18,VIP,"Above 50",152,11796.0000,1310.6667
745,11744,AW00011744,"Stephanie Campbell",61,288,12,2,3,2013-08-27,4,New,"Above 50",149,144.0000,72.0000
746,11745,AW00011745,"Allison Gonzalez",61,23792,20,2,5,2013-05-04,18,VIP,"Above 50",153,11896.0000,1321.7778
747,11746,AW00011746,"Seth Brooks",61,308,16,2,4,2013-11-09,9,New,"Above 50",147,154.0000,34.2222
748,11747,AW00011747,"Destiny Davis",62,464,16,2,4,2013-10-13,2,New,"Above 50",148,232.0000,232.0000
749,11748,AW00011748,"Blake Hill",62,528,32,5,7,2013-11-01,4,New,"Above 50",147,105.6000,132.0000
750,11749,AW00011749,"Eduardo Jackson",45,192,16,3,4,2013-12-31,8,New,40-49,145,64.0000,24.0000
751,11750,AW00011750,"Latoya She",41,32592,24,3,6,2013-10-01,26,VIP,40-49,148,10864.0000,1253.5385
752,11751,AW00011751,"Victoria Gonzales",50,32860,24,3,6,2013-07-17,24,VIP,"Above 50",150,10953.3333,1369.1667
753,11752,AW00011752,"Lauren Bryant",44,552,32,3,8,2013-12-06,9,New,40-49,146,184.0000,61.3333
754,11753,AW00011753,"Felicia Ortega",50,192,16,3,4,2013-10-15,5,New,"Above 50",147,64.0000,38.4000
755,11754,AW00011754,"Janet Ortega",50,32652,20,3,5,2013-07-30,24,VIP,"Above 50",150,10884.0000,1360.5000
756,11755,AW00011755,"Willie Pal",52,184,20,3,4,2013-08-17,2,New,"Above 50",149,61.3333,92.0000
757,11756,AW00011756,"Linda Ortega",51,32312,24,3,6,2013-10-25,26,VIP,"Above 50",147,10770.6667,1242.7692
758,11757,AW00011757,"Vincent Cai",46,228,20,3,4,2013-11-27,9,New,40-49,146,76.0000,25.3333
759,11758,AW00011758,"Colin Yuan",46,228,20,3,4,2013-11-24,7,New,40-49,146,76.0000,32.5714
760,11759,AW00011759,"Dawn Nath",45,32216,12,3,3,2013-07-09,23,VIP,40-49,151,10738.6667,1400.6957
761,11760,AW00011760,"Melody Moreno",52,1100,36,3,9,2013-11-19,7,New,"Above 50",146,366.6667,157.1429
762,11761,AW00011761,"Edgar Mehta",53,32596,32,3,8,2013-07-29,23,VIP,"Above 50",150,10865.3333,1417.2174
763,11762,AW00011762,"Randall Gomez",41,32912,28,3,7,2013-07-06,22,VIP,40-49,151,10970.6667,1496.0000
764,11763,AW00011763,"Ross Fernandez",53,304,28,3,6,2013-11-12,9,New,"Above 50",147,101.3333,33.7778
765,11764,AW00011764,"Jessie Ramos",53,32516,24,3,6,2013-07-07,21,VIP,"Above 50",151,10838.6667,1548.3810
766,11765,AW00011765,"Marc Torres",42,32572,20,3,5,2013-07-26,22,VIP,40-49,150,10857.3333,1480.5455
767,11766,AW00011766,"Candace Raman",54,33120,44,3,11,2013-07-10,21,VIP,"Above 50",151,11040.0000,1577.1429
768,11767,AW00011767,"Meagan Madan",48,33276,28,3,7,2013-07-12,21,VIP,40-49,151,11092.0000,1584.5714
769,11768,AW00011768,"Clayton Nara",42,32556,16,3,4,2013-07-14,22,VIP,40-49,150,10852.0000,1479.8182
770,11769,AW00011769,"Haley Hernandez",46,1912,68,5,14,2013-09-18,4,New,40-49,148,382.4000,478.0000
771,11770,AW00011770,"Peter Nara",46,308,16,2,4,2013-10-21,2,New,40-49,147,154.0000,154.0000
772,11771,AW00011771,"Isaac Rivera",46,376,12,2,3,2013-07-24,3,New,40-49,150,188.0000,125.3333
773,11772,AW00011772,"Cameron Moore",42,23652,16,2,4,2013-05-15,19,VIP,40-49,152,11826.0000,1244.8421
774,11773,AW00011773,"Gavin Diaz",47,23936,16,2,4,2013-04-30,18,VIP,40-49,153,11968.0000,1329.7778
775,11774,AW00011774,"Emma Sanchez",47,23600,12,2,3,2013-06-13,19,VIP,40-49,152,11800.0000,1242.1053
776,11775,AW00011775,"Sierra Roberts",NULL,23652,16,2,4,2013-06-03,20,VIP,"Above 50",152,11826.0000,1182.6000
777,11776,AW00011776,"Seth Mitchell",47,24316,16,2,4,2013-06-03,19,VIP,40-49,152,12158.0000,1279.7895
778,11777,AW00011777,"Miranda Long",48,23660,20,2,5,2013-06-22,20,VIP,40-49,151,11830.0000,1183.0000
779,11778,AW00011778,"Haley Henderson",49,23492,8,2,2,2013-06-29,20,VIP,40-49,151,11746.0000,1174.6000
780,11779,AW00011779,"Sarah Jackson",49,23492,8,2,2,2013-06-23,20,VIP,40-49,151,11746.0000,1174.6000
781,11780,AW00011780,"Jessica Alexander",48,23892,20,2,5,2013-06-18,20,VIP,40-49,151,11946.0000,1194.6000
782,11781,AW00011781,"Carlos Gray",49,536,20,2,5,2013-12-09,9,New,40-49,146,268.0000,59.5556
783,11782,AW00011782,"Barbara Jai",43,604,24,2,6,2013-09-16,1,New,40-49,148,302.0000,604.0000
784,11783,AW00011783,"Sara Mitchell",43,440,16,2,3,2013-05-11,1,New,40-49,153,220.0000,440.0000
785,11784,AW00011784,"Jose Turner",47,1088,48,5,9,2013-12-17,8,New,40-49,145,217.6000,136.0000
786,11785,AW00011785,"Theodore Diaz",42,300,12,2,3,2013-08-31,4,New,40-49,149,150.0000,75.0000
787,11786,AW00011786,"Ian Murphy",47,508,16,2,3,2014-01-23,0,New,40-49,144,254.0000,508
788,11787,AW00011787,"Jerry Nath",47,440,16,2,3,2013-11-05,0,New,40-49,147,220.0000,440
789,11788,AW00011788,"Destiny James",48,1020,20,2,5,2013-08-20,3,New,40-49,149,510.0000,340.0000
790,11789,AW00011789,"Bailey Phillips",44,288,12,2,3,2013-04-28,1,New,40-49,153,144.0000,288.0000
791,11790,AW00011790,"Timothy Gonzalez",44,588,20,2,5,2013-05-22,2,New,40-49,152,294.0000,294.0000
792,11791,AW00011791,"Chase Morgan",50,480,12,2,3,2013-12-01,2,New,"Above 50",146,240.0000,240.0000
793,11792,AW00011792,"Alexia Perry",51,480,12,2,3,2013-06-30,1,New,"Above 50",151,240.0000,480.0000
794,11793,AW00011793,"Xavier Rogers",45,408,16,2,4,2013-02-10,0,New,40-49,156,204.0000,408
795,11794,AW00011794,"Lauren Ross",50,308,16,2,4,2014-01-28,2,New,"Above 50",144,154.0000,154.0000
796,11795,AW00011795,"Nicole Thomas",51,300,12,2,3,2013-11-25,4,New,"Above 50",146,150.0000,75.0000
797,11796,AW00011796,"Isabel Jenkins",40,23980,28,2,7,2013-05-30,19,VIP,40-49,152,11990.0000,1262.1053
798,11797,AW00011797,"Devin Coleman",45,23888,24,2,6,2013-06-29,20,VIP,40-49,151,11944.0000,1194.4000
799,11798,AW00011798,"Brendan Chande",51,23812,12,2,3,2013-06-11,19,VIP,"Above 50",152,11906.0000,1253.2632
800,11799,AW00011799,"Jessie Wang",45,23684,20,2,5,2013-06-09,19,VIP,40-49,152,11842.0000,1246.5263
801,11800,AW00011800,"Jennifer Baker",50,308,16,2,4,2013-08-13,0,New,"Above 50",150,154.0000,308
802,11801,AW00011801,"Aaron Sharma",50,348,12,2,3,2013-12-31,0,New,"Above 50",145,174.0000,348
803,11802,AW00011802,"Madison Taylor",49,856,48,5,10,2013-12-01,9,New,40-49,146,171.2000,95.1111
804,11803,AW00011803,"Jan Hernandez",48,920,24,2,6,2013-11-23,3,New,40-49,146,460.0000,306.6667
805,11804,AW00011804,"Haley Turner",49,536,20,2,5,2013-08-12,2,New,40-49,150,268.0000,268.0000
806,11805,AW00011805,"Richard Green",49,516,16,2,4,2013-11-05,6,New,40-49,147,258.0000,86.0000
807,11806,AW00011806,"Jennifer Stewart",43,384,16,2,4,2013-10-03,7,New,40-49,148,192.0000,54.8571
808,11807,AW00011807,"Lucas Baker",48,612,20,2,5,2013-09-12,4,New,40-49,149,306.0000,153.0000
809,11808,AW00011808,"James Parker",51,2436,56,5,12,2013-10-25,6,New,"Above 50",147,487.2000,406.0000
810,11809,AW00011809,"Juan Gray",52,23716,16,2,4,2013-06-10,19,VIP,"Above 50",152,11858.0000,1248.2105
811,11810,AW00011810,"Antonio Washington",48,23892,20,2,5,2013-06-24,20,VIP,40-49,151,11946.0000,1194.6000
812,11811,AW00011811,"Abigail Brooks",47,23592,8,2,2,2013-06-17,20,VIP,40-49,151,11796.0000,1179.6000
813,11812,AW00011812,"Andrew Rodriguez",52,23600,12,2,3,2013-06-18,20,VIP,"Above 50",151,11800.0000,1180.0000
814,11813,AW00011813,"Mary Patterson",52,23812,12,2,3,2013-06-28,20,VIP,"Above 50",151,11906.0000,1190.6000
815,11814,AW00011814,"Dalton Morgan",50,404,20,2,5,2013-09-08,2,New,"Above 50",149,202.0000,202.0000
816,11815,AW00011815,"Hannah Patterson",44,23792,20,2,5,2013-02-24,16,VIP,40-49,155,11896.0000,1487.0000
817,11816,AW00011816,"Joe Torres",44,23732,12,2,3,2013-02-20,16,VIP,40-49,155,11866.0000,1483.2500
818,11817,AW00011817,"Morgan Miller",44,23592,8,2,2,2013-02-12,15,VIP,40-49,156,11796.0000,1572.8000
819,11818,AW00011818,"Daniel Garcia",50,23816,20,2,5,2013-01-30,15,VIP,"Above 50",156,11908.0000,1587.7333
820,11819,AW00011819,"Jose Lal",52,384,16,2,4,2014-01-16,11,New,"Above 50",144,192.0000,34.9091
821,11820,AW00011820,"Katelyn Lopez",48,928,40,5,9,2013-12-06,9,New,40-49,146,185.6000,103.1111
822,11821,AW00011821,"Austin Johnson",54,604,28,2,7,2013-09-03,1,New,"Above 50",149,302.0000,604.0000
823,11822,AW00011822,"Rohinton Wadia",54,348,12,2,3,2013-08-26,3,New,"Above 50",149,174.0000,116.0000
824,11823,AW00011823,"Morgan Turner",48,1052,64,5,11,2014-01-23,8,New,40-49,144,210.4000,131.5000
825,11824,AW00011824,"Jill Martin",48,960,44,5,10,2014-01-09,9,New,40-49,145,192.0000,106.6667
826,11825,AW00011825,"Aimee She",54,23600,12,2,3,2013-02-12,15,VIP,"Above 50",156,11800.0000,1573.3333
827,11826,AW00011826,"Jessie Alonso",54,23592,8,2,2,2013-02-15,15,VIP,"Above 50",155,11796.0000,1572.8000
828,11827,AW00011827,"Sara Baker",45,2044,60,5,12,2013-12-09,9,New,40-49,146,408.8000,227.1111
829,11828,AW00011828,"Katherine Martinez",45,376,12,2,3,2013-04-19,0,New,40-49,153,188.0000,376
830,11829,AW00011829,"Sophia Campbell",50,524,24,2,6,2013-06-21,3,New,"Above 50",151,262.0000,174.6667
831,11830,AW00011830,"Taylor Garcia",51,23720,16,2,4,2013-01-30,16,VIP,"Above 50",156,11860.0000,1482.5000
832,11831,AW00011831,"Christian Ross",50,23732,12,2,3,2013-02-10,15,VIP,"Above 50",156,11866.0000,1582.1333
833,11832,AW00011832,"Zoe Murphy",49,500,16,2,4,2013-09-09,6,New,40-49,149,250.0000,83.3333
834,11833,AW00011833,"Oscar Price",44,960,44,5,11,2013-11-28,5,New,40-49,146,192.0000,192.0000
835,11834,AW00011834,"Fernando Flores",43,23632,12,2,3,2013-02-13,15,VIP,40-49,156,11816.0000,1575.4667
836,11835,AW00011835,"Elijah Russell",55,19088,28,2,7,2013-05-18,4,New,"Above 50",152,9544.0000,4772.0000
837,11836,AW00011836,"Garrett Travers",55,280,8,2,2,2013-04-22,0,New,"Above 50",153,140.0000,280
838,11837,AW00011837,"Haley Alexander",49,23692,20,2,5,2013-02-20,16,VIP,40-49,155,11846.0000,1480.7500
839,11838,AW00011838,"Justin Rodriguez",55,540,24,2,6,2013-08-28,2,New,"Above 50",149,270.0000,270.0000
840,11839,AW00011839,"Tyler Brown",49,23820,16,2,4,2013-06-12,19,VIP,40-49,152,11910.0000,1253.6842
841,11840,AW00011840,"Julian Patterson",49,348,12,2,3,2013-05-04,0,New,40-49,153,174.0000,348
842,11841,AW00011841,"Sean Nelson",56,1228,52,5,10,2013-11-06,5,New,"Above 50",147,245.6000,245.6000
843,11842,AW00011842,"Justin Wilson",55,396,16,2,4,2013-12-04,6,New,"Above 50",146,198.0000,66.0000
844,11843,AW00011843,"Christy Nara",50,464,20,2,5,2013-03-08,1,New,"Above 50",155,232.0000,464.0000
845,11844,AW00011844,"Michele Alvarez",56,500,16,2,4,2014-01-11,3,New,"Above 50",145,250.0000,166.6667
846,11845,AW00011845,"Natalie Jones",95,788,44,4,8,2013-12-09,9,New,"Above 50",146,197.0000,87.5556
847,11846,AW00011846,"Savannah Reed",56,340,8,2,2,2013-07-10,2,New,"Above 50",151,170.0000,170.0000
848,11847,AW00011847,"Cassidy Diaz",55,500,16,2,4,2013-11-15,4,New,"Above 50",146,250.0000,125.0000
849,11848,AW00011848,"Joshua Lewis",50,368,16,2,4,2013-12-06,4,New,"Above 50",146,184.0000,92.0000
850,11849,AW00011849,"Faith Reed",55,1032,20,2,5,2014-01-11,1,New,"Above 50",145,516.0000,1032.0000
851,11850,AW00011850,"Brooke Ramirez",45,596,20,2,5,2013-06-03,1,New,40-49,152,298.0000,596.0000
852,11851,AW00011851,"Jada Mitchell",56,340,8,2,2,2013-12-05,5,New,"Above 50",146,170.0000,68.0000
853,11852,AW00011852,"Kyle Russell",56,500,16,2,4,2013-09-02,1,New,"Above 50",149,250.0000,500.0000
854,11853,AW00011853,"Grace Jones",46,360,12,2,3,2013-06-20,1,New,40-49,151,180.0000,360.0000
855,11854,AW00011854,"Jason Mitchell",52,23940,32,2,8,2013-06-15,19,VIP,"Above 50",151,11970.0000,1260.0000
856,11855,AW00011855,"Christian Walker",51,360,12,2,3,2013-09-11,4,New,"Above 50",149,180.0000,90.0000
857,11856,AW00011856,"Seth Hernandez",57,536,20,2,5,2013-12-31,1,New,"Above 50",145,268.0000,536.0000
858,11857,AW00011857,"Isabella Young",51,500,16,2,4,2013-12-05,1,New,"Above 50",146,250.0000,500.0000
859,11858,AW00011858,"Jordan Coleman",57,340,8,2,2,2013-07-12,3,New,"Above 50",151,170.0000,113.3333
860,11859,AW00011859,"Blake Garcia",57,288,12,2,3,2013-12-01,7,New,"Above 50",146,144.0000,41.1429
861,11860,AW00011860,"Nicole Walker",58,280,8,2,2,2013-11-12,4,New,"Above 50",147,140.0000,70.0000
862,11861,AW00011861,"Katherine Carter",58,1148,52,5,11,2013-12-22,7,New,"Above 50",145,229.6000,164.0000
863,11862,AW00011862,"Olivia Peterson",53,836,20,2,5,2013-10-23,5,New,"Above 50",147,418.0000,167.2000
864,11863,AW00011863,"Jessica Wood",58,192,12,2,3,2013-09-04,0,New,"Above 50",149,96.0000,192
865,11864,AW00011864,"Elizabeth Thompson",58,192,12,2,3,2013-06-06,3,New,"Above 50",152,96.0000,64.0000
866,11865,AW00011865,"Chloe Rivera",59,460,16,2,4,2013-10-06,7,New,"Above 50",148,230.0000,65.7143
867,11866,AW00011866,"Lucas Scott",59,172,8,2,2,2013-04-27,2,New,"Above 50",153,86.0000,86.0000
868,11867,AW00011867,"Nathaniel James",54,332,16,2,4,2013-10-23,4,New,"Above 50",147,166.0000,83.0000
869,11868,AW00011868,"Jessica Peterson",53,992,44,5,10,2013-12-17,10,New,"Above 50",145,198.4000,99.2000
870,11869,AW00011869,"Kaitlyn Adams",41,1072,56,5,12,2014-01-16,9,New,40-49,144,214.4000,119.1111
871,11870,AW00011870,"Jillian Garcia",47,968,20,2,5,2014-01-17,5,New,40-49,144,484.0000,193.6000
872,11871,AW00011871,"Dalton Bennett",47,280,8,2,2,2013-05-29,3,New,40-49,152,140.0000,93.3333
873,11872,AW00011872,"Faith Patterson",47,23792,20,2,5,2013-06-25,20,VIP,40-49,151,11896.0000,1189.6000
874,11873,AW00011873,"Ryan Zhang",53,23692,20,2,5,2013-06-06,19,VIP,"Above 50",152,11846.0000,1246.9474
875,11874,AW00011874,"Adrian Bell",47,288,20,2,5,2014-01-18,5,New,40-49,144,144.0000,57.6000
876,11875,AW00011875,"Jonathan Brown",60,1168,44,5,10,2014-01-27,9,New,"Above 50",144,233.6000,129.7778
877,11876,AW00011876,"Madison White",59,332,16,2,4,2013-09-24,3,New,"Above 50",148,166.0000,110.6667
878,11877,AW00011877,"Alexis Diaz",59,172,8,2,2,2013-12-28,2,New,"Above 50",145,86.0000,86.0000
879,11878,AW00011878,"Christine Nara",55,332,16,2,4,2013-12-12,0,New,"Above 50",146,166.0000,332
880,11879,AW00011879,"Edgar Sai",54,428,20,2,5,2013-11-02,8,New,"Above 50",147,214.0000,53.5000
881,11880,AW00011880,"Melissa Sanchez",60,200,16,2,4,2013-11-03,6,New,"Above 50",147,100.0000,33.3333
882,11881,AW00011881,"Richard Mitchell",61,596,28,2,7,2013-12-17,0,New,"Above 50",145,298.0000,596
883,11882,AW00011882,"Patrick Stewart",50,192,12,2,3,2013-07-12,4,New,"Above 50",151,96.0000,48.0000
884,11883,AW00011883,"Hannah Anderson",61,308,16,2,4,2013-11-14,8,New,"Above 50",146,154.0000,38.5000
885,11884,AW00011884,"Latoya Shen",55,440,16,2,3,2013-12-29,10,New,"Above 50",145,220.0000,44.0000
886,11885,AW00011885,"Kurt Sharma",55,23600,12,2,3,2013-02-04,15,VIP,"Above 50",156,11800.0000,1573.3333
887,11886,AW00011886,"Katelyn Parker",62,23588,16,2,4,2013-06-17,19,VIP,"Above 50",151,11794.0000,1241.4737
888,11887,AW00011887,"Joseph White",62,332,16,2,4,2013-06-27,0,New,"Above 50",151,166.0000,332
889,11888,AW00011888,"Aaron Ross",56,9508,12,1,3,2013-03-18,0,New,"Above 50",154,9508.0000,9508
890,11889,AW00011889,"Blake Patterson",62,200,16,2,4,2013-03-04,0,New,"Above 50",155,100.0000,200
891,11890,AW00011890,"Whitney Lopez",61,520,24,2,6,2013-07-05,3,New,"Above 50",151,260.0000,173.3333
892,11891,AW00011891,"Jamie Liang",56,440,16,2,4,2013-06-30,3,New,"Above 50",151,220.0000,146.6667
893,11892,AW00011892,"Julio Ortega",50,32476,20,3,5,2013-07-22,22,VIP,"Above 50",150,10825.3333,1476.1818
894,11893,AW00011893,"Orlando Carlson",51,32492,20,3,5,2013-07-23,22,VIP,"Above 50",150,10830.6667,1476.9091
895,11894,AW00011894,"Ann Gonzalez",45,32892,36,3,9,2013-07-06,21,VIP,40-49,151,10964.0000,1566.2857
896,11895,AW00011895,"Dustin Chander",51,32596,20,3,5,2013-07-25,22,VIP,"Above 50",150,10865.3333,1481.6364
897,11896,AW00011896,"Frank Carlson",50,32472,24,3,6,2013-07-11,22,VIP,"Above 50",151,10824.0000,1476.0000
898,11897,AW00011897,"Orlando Ashe",51,32812,24,3,5,2013-10-14,25,VIP,"Above 50",147,10937.3333,1312.4800
899,11898,AW00011898,"Angela Henderson",50,32716,24,3,6,2013-07-23,22,VIP,"Above 50",150,10905.3333,1487.0909
900,11899,AW00011899,"Brenda Perez",49,32756,28,3,7,2013-07-08,22,VIP,40-49,151,10918.6667,1488.9091
901,11900,AW00011900,"Byron Carlson",44,33028,28,3,7,2013-07-11,21,VIP,40-49,151,11009.3333,1572.7619
902,11901,AW00011901,"Stacy Alvarez",52,32992,28,3,6,2013-11-09,25,VIP,"Above 50",147,10997.3333,1319.6800
903,11902,AW00011902,"Drew Pal",53,248,24,3,5,2013-12-29,10,New,"Above 50",145,82.6667,24.8000
904,11903,AW00011903,"Kate Raji",40,32432,16,3,4,2013-07-13,21,VIP,40-49,151,10810.6667,1544.3810
905,11904,AW00011904,"Kaylee Cook",39,32856,28,3,7,2013-07-01,21,VIP,30-39,151,10952.0000,1564.5714
906,11905,AW00011905,"Isaiah Ramirez",51,32624,28,3,7,2013-07-06,22,VIP,"Above 50",151,10874.6667,1482.9091
907,11906,AW00011906,"Gabriella Sanders",53,32604,28,3,7,2013-07-12,22,VIP,"Above 50",151,10868.0000,1482.0000
908,11907,AW00011907,"Sarah Garcia",52,32540,20,3,5,2013-07-20,21,VIP,"Above 50",150,10846.6667,1549.5238
909,11908,AW00011908,"Rafael Tang",54,32316,12,3,3,2013-08-23,23,VIP,"Above 50",149,10772.0000,1405.0435
910,11909,AW00011909,"Nichole She",54,32420,28,3,7,2013-08-01,22,VIP,"Above 50",150,10806.6667,1473.6364
911,11910,AW00011910,"Jaclyn Zheng",54,32452,20,3,5,2013-08-03,21,VIP,"Above 50",150,10817.3333,1545.3333
912,11911,AW00011911,"Rachael Kapoor",53,248,16,3,4,2013-12-21,6,New,"Above 50",145,82.6667,41.3333
913,11912,AW00011912,"Rachael Sai",NULL,32380,24,3,6,2013-11-22,24,VIP,"Above 50",146,10793.3333,1349.1667
914,11913,AW00011913,"Rebecca Robinson",55,164,16,3,4,2013-12-26,0,New,"Above 50",145,54.6667,164
915,11914,AW00011914,"Meagan Rana",46,32664,32,3,8,2013-08-23,22,VIP,40-49,149,10888.0000,1484.7273
916,11915,AW00011915,"Philip Carlson",NULL,32572,32,3,7,2013-08-24,22,VIP,"Above 50",149,10857.3333,1480.5455
917,11916,AW00011916,"Joe Rana",49,32716,28,3,7,2013-08-21,22,VIP,40-49,149,10905.3333,1487.0909
918,11917,AW00011917,"Roy Sanz",54,32484,24,3,6,2013-08-19,21,VIP,"Above 50",149,10828.0000,1546.8571
919,11918,AW00011918,"Kaylee Hill",56,32820,32,3,8,2013-11-25,25,VIP,"Above 50",146,10940.0000,1312.8000
920,11919,AW00011919,"Warren Andersen",56,32688,32,3,8,2013-12-21,26,VIP,"Above 50",145,10896.0000,1257.2308
921,11920,AW00011920,"Adrienne Gomez",50,32624,28,3,7,2013-12-11,26,VIP,"Above 50",146,10874.6667,1254.7692
